PMID,Gene Name,Gene Type,Cell Name,Cell Type,Tissue Type,Experiment Type,Experimental Method,Title,Description of Gene,Interacting Gene,CellOntologyID
22028166,PECAM1,I Marker,Adipocyte cell,Normal cell,Adipose,low-throughput,Immunohistochemistry;RT-PCR;Flow cytometry;Immunoblotting;Immunocytochemistry;Weston blot,Rapid Isolation of Adipose Tissue-Derived Stem Cells by the Storage of Lipoaspirates,"These ASCs expressed CD44, CD73, CD90, CD105, and HLA-ABC but not CD14, CD31, CD34, CD45, CD117, CD133, and HLA-DR.",PROM1;PTPRC;CD34;KIT;CD14,
22028166,CD34,I Marker,Adipocyte cell,Normal cell,Adipose,low-throughput,Immunohistochemistry;RT-PCR;Flow cytometry;Immunoblotting;Immunocytochemistry;Weston blot,Rapid Isolation of Adipose Tissue-Derived Stem Cells by the Storage of Lipoaspirates,"These ASCs expressed CD44, CD73, CD90, CD105, and HLA-ABC but not CD14, CD31, CD34, CD45, CD117, CD133, and HLA-DR.",PROM1;PTPRC;PECAM1;KIT;CD14,
22028166,PTPRC,I Marker,Adipocyte cell,Normal cell,Adipose,low-throughput,Immunohistochemistry;RT-PCR;Flow cytometry;Immunoblotting;Immunocytochemistry;Weston blot,Rapid Isolation of Adipose Tissue-Derived Stem Cells by the Storage of Lipoaspirates,"These ASCs expressed CD44, CD73, CD90, CD105, and HLA-ABC but not CD14, CD31, CD34, CD45, CD117, CD133, and HLA-DR.",PROM1;CD34;PECAM1;KIT;CD14,
22028166,KIT,I Marker,Adipocyte cell,Normal cell,Adipose,low-throughput,Immunohistochemistry;RT-PCR;Flow cytometry;Immunoblotting;Immunocytochemistry;Weston blot,Rapid Isolation of Adipose Tissue-Derived Stem Cells by the Storage of Lipoaspirates,"These ASCs expressed CD44, CD73, CD90, CD105, and HLA-ABC but not CD14, CD31, CD34, CD45, CD117, CD133, and HLA-DR.",PROM1;PTPRC;CD34;PECAM1;CD14,
22028166,PROM1,I Marker,Adipocyte cell,Normal cell,Adipose,low-throughput,Immunohistochemistry;RT-PCR;Flow cytometry;Immunoblotting;Immunocytochemistry;Weston blot,Rapid Isolation of Adipose Tissue-Derived Stem Cells by the Storage of Lipoaspirates,"These ASCs expressed CD44, CD73, CD90, CD105, and HLA-ABC but not CD14, CD31, CD34, CD45, CD117, CD133, and HLA-DR.",PTPRC;CD34;PECAM1;KIT;CD14,
22102413,MIR675,I Marker,Cartilage cell,Normal cell,Cartilage,low-throughput,PCR;Immunofluorescent staining;Weston blot,Regulation of Human Chondrocyte Function through Direct Inhibition of Cartilage Master Regulator SOX9 by MicroRNA-145 (miRNA-145)*,MIR675 is a marker in human chondrocyte.,MIR145,CL_0000138
22102413,MIR140,I Marker,Cartilage cell,Normal cell,Cartilage,low-throughput,PCR;Immunofluorescent staining;Weston blot,Regulation of Human Chondrocyte Function through Direct Inhibition of Cartilage Master Regulator SOX9 by MicroRNA-145 (miRNA-145)*,MIR140 is a marker in human chondrocyte.,MIR145,CL_0000138
22102413,MIR145,I Marker,Cartilage cell,Normal cell,Cartilage,low-throughput,PCR;Immunofluorescent staining;Weston blot,Regulation of Human Chondrocyte Function through Direct Inhibition of Cartilage Master Regulator SOX9 by MicroRNA-145 (miRNA-145)*,We propose MIR145 as an important regulator of human chondrocyte function and a new target for cartilage repair.,ACAN;MMP13;MIR675;MIR140;RUNX2;COL2A1,CL_0000138
22138297,MAPK3,I Marker,Epithelial cell,Normal cell,Lung,low-throughput + high-throughput,qRT--PCR;weston blot;Sequencing technique,MAPK- and PKC/CREB-dependent induction of interleukin-11 by the environmental contaminant formaldehyde in human bronchial epithelial cells,MAPK3 and p38 MAPK chemical inhibitors counteracted FA-mediated induction of IL-11.,IL11,CL_0000066
22138297,MAPK1,I Marker,Epithelial cell,Normal cell,Lung,low-throughput + high-throughput,qRT--PCR;weston blot;Sequencing technique,MAPK- and PKC/CREB-dependent induction of interleukin-11 by the environmental contaminant formaldehyde in human bronchial epithelial cells,MAPK1 and p38 MAPK chemical inhibitors counteracted FA-mediated induction of IL-11.,IL11,CL_0000066
22558218,PECAM1,I Marker,Stem cell,Normal cell,Aorta,low-throughput,qPCR;Immunofluorescent staining;Flow-throughput cytometry,Intra-Aortic Clusters Undergo Endothelial to Hematopoietic Phenotypic Transition during Early Embryogenesis,CD31 is a Marker in hematopoietic stem cell,KIT,CL_0000034
22558218,CD34,I Marker,Stem cell,Normal cell,Aorta,low-throughput,qPCR;Immunofluorescent staining;Flow-throughput cytometry,Intra-Aortic Clusters Undergo Endothelial to Hematopoietic Phenotypic Transition during Early Embryogenesis,CD34 is a Marker in hematopoietic stem cell,KIT,CL_0000034
22558218,ITGA2B,I Marker,Stem cell,Normal cell,Aorta,low-throughput,qPCR;Immunofluorescent staining;Flow-throughput cytometry,Intra-Aortic Clusters Undergo Endothelial to Hematopoietic Phenotypic Transition during Early Embryogenesis,CD41 is a Marker in hematopoietic stem cell,KIT,CL_0000034
22558218,CDH5,I Marker,Stem cell,Normal cell,Aorta,low-throughput,qPCR;Immunofluorescent staining;Flow-throughput cytometry,Intra-Aortic Clusters Undergo Endothelial to Hematopoietic Phenotypic Transition during Early Embryogenesis,CD144 is a Marker in hematopoietic stem cell,KIT,CL_0000034
22688341,MIR126,I Marker,Adipocyte cell,Normal cell,Adipose,low-throughput + high-throughput,qRT-PCR;Western blot;DNA-seq,Adipose Tissue MicroRNAs as Regulators of CCL2 Production in Human Obesity,Overexpression of miR-193b and miR-126 in a human monocyte/macrophage cell line attenuated CCL2 production.,CCL2,
22738153,PON1,I Marker,Ovary cell,Normal cell,Ovarian,high-throughput,Molecular analyses,Genetic variants in central metabolic genes influence some but not all relations of inflammatory markers in a collective with polycystic ovary syndrome,The study presented indicates that genetic variants of the transcription factors NR1H3 or PPARγ and the PON-1 or the IGF-2 cluster are associated with altered metabolic phenotypes in PCOS patients. ,NR1H3,
22745243,TUBB3,I Marker,B cell,Normal cell,Pancreas,low-throughput + high-throughput,Immunofluorescent staining;Sequencing technique;qRT-PCR;RT-PCR;Weston blot;Microscopic observation,Formation of a human β-cell population within pancreatic islets is set early in life,"As outlined in Materials and Methods for insulin, the neuronal-specific marker TUJ1.",KRT19,CL_0000236
22761689,PRRT2,I Marker,Keratinocytes cell,Normal cell,Skin,low-throughput,Immunofluorescent staining;Weston blot;qPCR;Gene knock down;qRT-PCR,Two Mechanisms Regulate Keratin K15 Expression In Keratinocytes: Role of PKC/AP-1 and FOXM1 Mediated Signalling,PRRT2 plays a role in the differentiation-specific expression of K15.,KRT15,CL_0000312
22762386,SPI1,I Marker,Natural killer cell,Normal cell,Lymph,low-throughput,qRT-PCR;RT-PCR,Genetic regulation on ex vivo differentiated natural killer cells from human umbilical cord blood CD34+ cells,"SPI1, IKZF1, IKZF1, EGR-1, BCL11B and IRF-2 revealed less involvement in maturation and were more associated with NK-cell commitment and pNK cell production.",BCL11B;IRF2;EGR1;IKZF1,CL_0000623
22762386,IKZF1,I Marker,Natural killer cell,Normal cell,Lymph,low-throughput,qRT-PCR;RT-PCR,Genetic regulation on ex vivo differentiated natural killer cells from human umbilical cord blood CD34+ cells,"SPI1, IKZF1, IKZF1, EGR-1, BCL11B and IRF-2 revealed less involvement in maturation and were more associated with NK-cell commitment and pNK cell production.",IRF2;SPI1;BCL11B;EGR1,CL_0000623
22762386,EGR1,I Marker,Natural killer cell,Normal cell,Lymph,low-throughput,qRT-PCR;RT-PCR,Genetic regulation on ex vivo differentiated natural killer cells from human umbilical cord blood CD34+ cells,"SPI1, IKZF1, IKZF1, EGR-1, BCL11B and IRF-2 revealed less involvement in maturation and were more associated with NK-cell commitment and pNK cell production.",IRF2;SPI1;BCL11B;IKZF1,CL_0000623
22762386,BCL11B,I Marker,Natural killer cell,Normal cell,Lymph,low-throughput,qRT-PCR;RT-PCR,Genetic regulation on ex vivo differentiated natural killer cells from human umbilical cord blood CD34+ cells,"SPI1, IKZF1, IKZF1, EGR-1, BCL11B and IRF-2 revealed less involvement in maturation and were more associated with NK-cell commitment and pNK cell production.",IRF2;SPI1;EGR1;IKZF1,CL_0000623
22762386,IRF2,I Marker,Natural killer cell,Normal cell,Lymph,low-throughput,qRT-PCR;RT-PCR,Genetic regulation on ex vivo differentiated natural killer cells from human umbilical cord blood CD34+ cells,"SPI1, IKZF1, IKZF1, EGR-1, BCL11B and IRF-2 revealed less involvement in maturation and were more associated with NK-cell commitment and pNK cell production.",BCL11B;SPI1;EGR1;IKZF1,CL_0000623
23291167,CD9,I Marker,Plasma cell,Normal cell,Tonsil,low-throughput,Immunofluorescent staining;Flow cytometry;qRT-PCR,CD9 is a novel marker for plasma cell precursors in human germinal centers,CD9 is a novel markerfor a human GC-B cell subset that is committed to PC lineag.,PAX5;PRDM1;BCL6,CL_0000786
23326237,MAML1,I Marker,Cartilage cell,Normal cell,Bone,low-throughput,Microscopic observation;qPCR;TaqMan-qPCR,MAML1 Enhances the Transcriptional Activity of Runx2 and Plays a Role in Bone Development,Mastermind-like 1 (MAML1) is a transcriptional co-activator in the Notch signaling pathway.,RUNX2,CL_0000138
23341438,CD44,I Marker,Stem cell,Normal cell,Skin,low-throughput,RT-PCR;qRT-PCR;Flow cytometry;Western blot;Immunofluorescent staining,Derivation of multiple cranial tissues and isolation of lens epithelium-like cells from human embryonic stem cells,"Two surface markers expressed on lens cells, c-MET/HGFR and CD44, were used for positive selection of multiple populations with a simultaneous subtraction of the neural/NC component mediated by p75, HNK-1, and CD15.",B3GAT1;MET,CL_0000034
23703397,CD34,I Marker,Endothelial cell,Normal cell,Blood,low-throughput,Flow cytometry;Immunofluorescent staining,Decreased levels and function of circulating endothelial progenitor cells in unruptured intracranial saccular aneurysm patients,"In vitro cultured PBMCs were identified as EPCs by examining surface markers CD34, CD133 and vascular endothelial growth factor receptor 2 using flow cytometry.",PROM1,CL_0000115
24094492,PROM1,I Marker,Endothelial cell,Normal cell,Adipose,low-throughput,Flow cytometry;Microscopic observation,Three specific antigens to isolate endothelial progenitor cells from human liposuction material,"Rare EPC can be enriched from human fat tissue by magnetic cell sorting with the use of a combination of microbeads directed against PROM1, an early EPC marker, CD34, a stem cell marker, and CD31, a typical marker for endothelial cells.",VEGFA;PECAM1;CD34,CL_0000115
24094492,PECAM1,I Marker,Endothelial cell,Normal cell,Adipose,low-throughput,Flow cytometry;Microscopic observation,Three specific antigens to isolate endothelial progenitor cells from human liposuction material,"Rare EPC can be enriched from human fat tissue by magnetic cell sorting with the use of a combination of microbeads directed against CD133, an early EPC marker, CD34, a stem cell marker, and PECAM1, a typical marker for endothelial cells.",VEGFA;PROM1;CD34,CL_0000115
24094492,CD34,I Marker,Endothelial cell,Normal cell,Adipose,low-throughput,Flow cytometry;Microscopic observation,Three specific antigens to isolate endothelial progenitor cells from human liposuction material,"Rare EPC can be enriched from human fat tissue by magnetic cell sorting with the use of a combination of microbeads directed against CD133, an early EPC marker, CD34, a stem cell marker, and CD31, a typical marker for endothelial cells.",PECAM1;PROM1;VEGFA,CL_0000115
24269660,PPARA,I Marker,Liver cell,Normal cell,Liver,high-throughput,ChIP-seq,A map of the PPARa transcription regulatory network for primary human hepatocytes,"We studied the signaling network for the peroxisome proliferator-associated receptor alpha (PPARα) in primary human hepatocytes using the selective PPARα ligand, GW7647. ",STAT1;ETS1;SP1;ERAL1;HNF4A,CL_0000182
24270264,PARP1,I Marker,Smooth muscle cell,Normal cell,Lung,low-throughput,qRT-PCR;qPCR;Microscopic observation;Western blot;Immunofluorescent staining;Immunohistochemistry,Role for DNA Damage Signaling in Pulmonary Arterial Hypertension,These results show for the first time that the DNA damage/PARP-1 signaling pathway is important for PAH development and provide a new therapeutic target for this deadly disease with high translational potential.,,CL_0000192
24295649,TLR4,I Marker,Mononuclear cell,Normal cell,Blood,low-throughput,RT-PCR;Western blot,Robinin modulates TLR/NF-κB signaling pathway in oxidized LDL induced human peripheral blood mononuclear cells,"The expressions of TLR2, TLR4, NF-κB, pro-inflammatory cytokines and VCAM-1 were up-regulated, which were affected by oxLDL-induced hPBMCs.",,CL_0000576
24295649,TLR2,I Marker,Mononuclear cell,Normal cell,Blood,low-throughput,RT-PCR;Western blot,Robinin modulates TLR/NF-κB signaling pathway in oxidized LDL induced human peripheral blood mononuclear cells,"The expressions of TLR2, TLR4, NF-κB, pro-inflammatory cytokines and VCAM-1 were up-regulated, which were affected by oxLDL-induced hPBMCs.",,CL_0000576
24321386,FDXR,I Marker,Steroidogenic cell,Normal cell,Kidney,low-throughput + high-throughput,Western blot;Gene knock down;qRT-PCR;;RT-PCR;qPCR;DNA-seq,Transcriptional regulation of human ferredoxin reductase through an intronic enhancer in steroidogenic cells,These results indicated that abundant FDXR expression 37 in these steroidogenic cells was maintained through SF-1 binding to the intronic enhancer of the FDXR gene.,SF1,
24367596,ACTC1,I Marker,Muscle cell,Normal cell,Heart,low-throughput,RT-PCR;qPCR;Western blot;Immunofluorescent staining,Polymorphism in the Alpha Cardiac Muscle Actin 1 Gene Is Associated to Susceptibility to Chronic Inflammatory Cardiomyopathy,"Genetic variations at the ACTC1 gene may contribute to progression to chronic Chagas Cardiomyopathy among T. cruzi-infected patients, possibly by modulating transcription factor binding to ACTC1 promoter regions.",CCL2,CL_0000187
24401806,THY1,I Marker,Placenta cell,Normal cell,Embryo,low-throughput,qRT-PCR;Flow cytometry;Immunofluorescent staining;Immunohistochemistry;Microscopic observation,Trichinella spiralis paramyosin activates mouse bone marrow-derived dendritic cells and induces regulatory T cells,"We observed that neural crest markers such as NG2 and nestin were expressed in the hemangioma samples, in addition to multiple pericytes markers including 8-like kinase, smooth muscle actin, calponin, and CD90. ",CSPG4,
24405580,MAP2K7,I Marker,T cell,Normal cell,Blood,low-throughput,Flow-throughput cytometry;Weston blot;RT-PCR;qRT-PCR,Transcription factor SCL/TAL1 mediates the phosphorylation of MEK/ERK pathway in umbilical cord blood CD34⁺ stem cells during hematopoietic differentiation,these findings fully illustrated that SCL/TAL1 is located in the up-stream of MEK/ERK pathway and partially regulates hematopoiesis by modulating the phosphorylation level of the key proteins in MEK/ERK pathway.,EGFR,CL_0000084
