PMID,Gene Name,Gene Type,Cell Name,Cell Type,Tissue Type,Experiment Type,Experimental Method,Title,Description of Gene,Interacting Gene,CellOntologyID
19016909,IL2RA,T Marker,T cell,Normal cell,Peripheral blood,low-throughput,Flow cytometry,Human CD4low CD25high regulatory T cells indiscriminately kill autologous activated T cells,"Human peripheral blood with reduced CD4 and high CD25 expression (CD4low CD25high), which fulfils the current phenotypic criteria identifying the Tregs by simultaneously expressing high amounts of FOXP3.",FOXP3,CL_0000084
19438894,PROM1,T Marker,Stem cell,Normal cell,Blood,low-throughput + high-throughput,Flow cytometry;Western blot;Immunofluorescent staining;RT-PCR,Oct-4A Isoform Is Expressed in Human Cord Blood-Derived CD133 Stem Cells and Differentiated Progeny,This study aims to establish whether the pluripotent embryonic stem cell marker and nuclear transcription factor POU5F1 isoform is expressed in human umbilical cord blood CD133 stem cells (CD133 cells) and their differentiated progeny.,POU5F1,CL_0000034
19515222,KRT18,T Marker,Stem cell,Normal cell,Adipose,low-throughput,Immunofluorescence;qRT-PCR;Flow cytometry;Microscopic observation,Expression of liver-specific markers in naïve adipose-derived mesenchymal stem cells,CK18 and CK19 are surface markers of mesenchymal stem cells,HNF4A,CL_0000034
19515222,KRT19,T Marker,Stem cell,Normal cell,Adipose,low-throughput,Immunofluorescence;qRT-PCR;Flow cytometry;Microscopic observation,Expression of liver-specific markers in naïve adipose-derived mesenchymal stem cells,CK18 and CK19 are surface markers of mesenchymal stem cells,HNF4A,CL_0000034
19821776,RUNX2,T Marker,Stromal cell,Normal cell,Bone marrow,low-throughput,RT-PCR;qPCR;Microscopic observation;Flow cytometry,Identifying a molecular phenotype for bone marrow stromal cells with in vivo bone-forming capacity ,DLX5 plays an important role in skeletal development and binds to the homeodomain-response elements in the RUNX2 gene distal promoter.,DLX5,CL_0000499
19851501,CDH1,T Marker,Epithelial cell,Normal cell,Lung,low-throughput,Western blot;Immunofluorescent staining;Microscopic observation;Immunohistochemistry;qRT-PCR,Twist: a regulator of epithelial-mesenchymal transition in lung fibrosis ,These cells demonstrated features of EMT with low expression of E-cadherin and upregulation of the mesenchymal marker N-cadherin.,TWIST1,CL_0000066
19866452,ITGAM,T Marker,Blood cell,Normal cell,Blood,low-throughput,qRT-PCR;Microscopic observation;Flow cytometry,Silibinin can induce differentiation as well as enhance vitamin D3-induced differentiation of human AML cells ex vivo and regulates the levels of differentiation-related transcription factors,"An example of differentiation induced by SIL alone, as determined by two cell surface differentiation markers CD11b and CD14 using flow cytometry.",PMEL,
19866452,CD14,T Marker,Blood cell,Normal cell,Blood,low-throughput,qRT-PCR;Microscopic observation;Flow cytometry,Silibinin can induce differentiation as well as enhance vitamin D3-induced differentiation of human AML cells ex vivo and regulates the levels of differentiation-related transcription factors,"An example of differentiation induced by SIL alone, as determined by two cell surface differentiation markers CD11b and CD14 using flow cytometry.",PMEL,
19878981,IL6,T Marker,Stem cell,Normal cell,Breast,low-throughput + high-throughput,qRT-PCR;qPCR;Western blot;Flow cytometry;DNA-seq;Microscopic observation,"An epigenetic switch involving NF-kappaB, Lin28, Let-7 MicroRNA, and IL6 links inflammation to cell transformation ","IL6-mediated activation of the STAT3 transcription factor is necessary for transformation, and IL6 activates NF-kB, thereby completing a positive feedback loop.",STAT3,CL_0000034
19887303,TFPI,T Marker,Cytotrophoblast cell,Normal cell,Blood,low-throughput,qPCR;RT-PCR,Markers of haemostasis and angiogenesis in placentae from gestational vascular complications: impairment of mechanisms involved in maintaining intervillous blood flow,"We found a direct relationship between expression of TFPI or TFPI-2, two inhibitors of TF, and inhibitor of plasminogen activator type 2.",VEGFA,
19899128,MUC4,T Marker,Stem cell,Normal cell,Breast,low-throughput,Flow cytometry;,Flow immunocytochemistry of marker expression in cells from body cavity fluids,"Several well known markers such as cytokeratins, epithelial membrane antigen, MUC4, estrogen and progesterone (PR) receptors, thyroid transcription factor.",TTF1,CL_0000034
19912985,PROM1,T Marker,Blood cell,Normal cell,Blood,low-throughput + high-throughput,Western blot;qRT-PCR;RT-PCR;qRCR;Immunofluorescent staining;Microscopic observation;DNA-seq,"Generation of human induced pluripotent stem cells from a Bombay individual: moving towards ""universal-donor"" red blood cells","The directed differentiation of the iPSCs into hematopoietic lineage cells displayed increased expression of the hematopoietic lineage markers such as CD34, CD133, RUNX1, KDR, a-globulin, and c-globulin.",RUNX1,
19912985,CD34,T Marker,Blood cell,Normal cell,Blood,low-throughput + high-throughput,Western blot;qRT-PCR;RT-PCR;qRCR;Immunofluorescent staining;Microscopic observation;DNA-seq,"Generation of human induced pluripotent stem cells from a Bombay individual: moving towards ""universal-donor"" red blood cells","The directed differentiation of the iPSCs into hematopoietic lineage cells displayed increased expression of the hematopoietic lineage markers such as CD34, CD133, RUNX1, KDR, a-globulin, and c-globulin.",RUNX1,
19935708,VIM,T Marker,Epithelial cell,Normal cell,Kidney,low-throughput + high-throughput,qPCR;RT–PCR;Western blot;Immunohistochemistry;Microscopic observation,Mesenchymal-Epithelial transition in Epithelial response to injury: the role of Foxc2,VIMENTIN is a marker expressed in renal epithelial cells,FOXC2,CL_0000066
20005391,IL2,T Marker,T cell,Normal cell,Lung,low-throughput,RT-PCR;Immunofluorescent staining,Increased  T-bet to GATA-3 ratio during acute allograft rejection in the rat Lung,IL2 and IL4 are markers of T cell expression in the lung,GATA3;TBX21,CL_0000084
20005391,IL4,T Marker,T cell,Normal cell,Lung,low-throughput,RT-PCR;Immunofluorescent staining,Increased  T-bet to GATA-3 ratio during acute allograft rejection in the rat Lung,IL2 and IL4 are markers of T cell expression in the lung,GATA3;TBX21,CL_0000084
20032994,CD8A,T Marker,Lymphoid cell,Normal cell,Peripheral blood,low-throughput + high-throughput,Immunohistochemistry;RT-PCR;Western blot;Flow cytometry,Enhanced lesional Foxp3 expression and peripheral anergic lymphocytes indicate a role for Regulatory T cells in Indian post-kala-azar dermal leishmaniasis,"CD8A, IL10 and CD28 are surface markers of peripheral blood lymphocytes  ",FOXP3,CL_0000542
20032994,CD8A,T Marker,Lymphoid cell,Normal cell,Peripheral blood,low-throughput + high-throughput,Immunohistochemistry;RT-PCR;Western blot;Flow cytometry,Enhanced lesional Foxp3 expression and peripheral anergic lymphocytes indicate a role for Regulatory T cells in Indian post-kala-azar dermal leishmaniasis,"CD8A, IL10 and CD28 are surface markers of peripheral blood lymphocytes  ",FOXP3,CL_0001065
20032994,CD28,T Marker,Lymphoid cell,Normal cell,Peripheral blood,low-throughput + high-throughput,Immunohistochemistry;RT-PCR;Western blot;Flow cytometry,Enhanced lesional Foxp3 expression and peripheral anergic lymphocytes indicate a role for Regulatory T cells in Indian post-kala-azar dermal leishmaniasis,"CD8A, IL10 and CD28 are surface markers of peripheral blood lymphocytes  ",FOXP3,CL_0000542
20032994,CD28,T Marker,Lymphoid cell,Normal cell,Peripheral blood,low-throughput + high-throughput,Immunohistochemistry;RT-PCR;Western blot;Flow cytometry,Enhanced lesional Foxp3 expression and peripheral anergic lymphocytes indicate a role for Regulatory T cells in Indian post-kala-azar dermal leishmaniasis,"CD8A, IL10 and CD28 are surface markers of peripheral blood lymphocytes  ",FOXP3,CL_0001065
20032994,IL10,T Marker,Lymphoid cell,Normal cell,Peripheral blood,low-throughput + high-throughput,Immunohistochemistry;RT-PCR;Western blot;Flow cytometry,Enhanced lesional Foxp3 expression and peripheral anergic lymphocytes indicate a role for Regulatory T cells in Indian post-kala-azar dermal leishmaniasis,"CD8A, IL10 and CD28 are surface markers of peripheral blood lymphocytes  ",FOXP3,CL_0000542
20032994,IL10,T Marker,Lymphoid cell,Normal cell,Peripheral blood,low-throughput + high-throughput,Immunohistochemistry;RT-PCR;Western blot;Flow cytometry,Enhanced lesional Foxp3 expression and peripheral anergic lymphocytes indicate a role for Regulatory T cells in Indian post-kala-azar dermal leishmaniasis,"CD8A, IL10 and CD28 are surface markers of peripheral blood lymphocytes  ",FOXP3,CL_0001065
20050020,KRT15,T Marker,Stem cell,Normal cell,Skin,low-throughput + high-throughput,DNA-seq;Immunohistochemistry;Microscopic observation;qRT-PCR;Immunofluorescent staining,Hedgehog signaling maintains hair follicle stem cell phenotype in young and aged Human Skin,"KRT15, KRT19, and GAS1 are markers in protruding stem cells (SC) of skin hair follicle (HF)",GLI1,CL_0000034
20050020,KRT19,T Marker,Stem cell,Normal cell,Skin,low-throughput + high-throughput,DNA-seq;Immunohistochemistry;Microscopic observation;qRT-PCR;Immunofluorescent staining,Hedgehog signaling maintains hair follicle stem cell phenotype in young and aged Human Skin,"KRT15, KRT19, and GAS1 are markers in protruding stem cells (SC) of skin hair follicle (HF)",GLI1,CL_0000034
20050020,GAS1,T Marker,Stem cell,Normal cell,Skin,low-throughput + high-throughput,DNA-seq;Immunohistochemistry;Microscopic observation;qRT-PCR;Immunofluorescent staining,Hedgehog signaling maintains hair follicle stem cell phenotype in young and aged Human Skin,"KRT15, KRT19, and GAS1 are markers in protruding stem cells (SC) of skin hair follicle (HF)",GLI1,CL_0000034
20080955,CXCR4,T Marker,Endothelial cell,Normal cell,Endothelium and blood vessel,low-throughput,qRT–PCR;qPCR;qPCR;Weston blot,KSHV-encoded miRNAs target MAF to induce Endothelial cell reprogramming,CXCR4 and CD34 are markers of vascular endothelial cells regulated by the transcription factor MAF  ,MAF,CL_0000115
20080955,CD34,T Marker,Endothelial cell,Normal cell,Endothelium and blood vessel,low-throughput,qRT–PCR;qPCR;qPCR;Weston blot,KSHV-encoded miRNAs target MAF to induce Endothelial cell reprogramming,CXCR4 and CD34 are markers of vascular endothelial cells regulated by the transcription factor MAF  ,MAF,CL_0000115
20098340,PR@,T Marker,Epithelial cell,Normal cell,Lung,low-throughput + high-throughput,qRT-PCR;Western blot,Opposing regulation of Human alveolar type II cell differentiation by nitric oxide and hyperoxia,"Surface active proteins B and C (SP-B, SP-C) are markers of Human Alveolar Type II Cell  ",TTF1,CL_0000066
20126258,SATB1,T Marker,T cell,Normal cell,Thymus,low-throughput + high-throughput,"Immunofluorescent staining;Western blot;Flow cytometry;qRT-PCR;qPCR;ChIP
PCR;AT-rich
seq",Global regulator SATB1 recruits beta-catenin and regulates T(H)2 differentiation in Wnt-dependent manner,SATB1 orchestrates T(H)2 lineage commitment by mediating Wnt/beta-catenin signalling.,GATA3,CL_0000084
20128661,LDB2,T Marker,Mesenchyme cell,Normal cell,Bone marrow,low-throughput,Microarray analysis;RT-PCR,Identification of a common gene expression signature associated with immature clonal mesenchymal cell populations derived from Bone marrow and dental tissues,"LDB2 is the transcriptional cofactor expressed in Mesenchyme cell regulated by E2F2,PTTG1,TWIST1.",TWIST1;PTTG1;E2F2,CL_0008019
20138035,COX2,T Marker,Epithelial cell,Normal cell,Epithelium,low-throughput,Western Blot;Electrophoretic Mobility Shift Assay;Immunohistochemical studies;Immunofluorescent staining,Inhibition of aldose reductase attenuates endotoxin signals in Human non-pigmented ciliary Epithelial cells,"COX2 is the marker expressed in Non-pigmented ciliary Epithelial cell regulated by NFKB,AP1.",JUN,CL_0000066
20138035,NOS2,T Marker,Epithelial cell,Normal cell,Epithelium,low-throughput,Western Blot;Electrophoretic Mobility Shift Assay;Immunohistochemical studies;Immunofluorescent staining,Inhibition of aldose reductase attenuates endotoxin signals in Human non-pigmented ciliary Epithelial cells,"INOS is the marker expressed in Non-pigmented ciliary Epithelial cell regulated by NFKB,AP1.",JUN,CL_0000066
20143954,CD24,T Marker,Stem cell,Normal cell,Kidney,low-throughput,Flow cytometric;Immunohistochemistry;qPCR;RT-QPCR;Immunofluorescent staining;Microscopic observation,Subfractionation of differentiating Human embryonic stem cell populations allows the isolation of a mesodermal population enriched for intermediate mesoderm and putative renal Progenitors,"CD24 is marker of Embryonic stem cell regulated by the transcription factor PAX2,LHX1,WT1",LHX1;PAX2;WT1,CL_0000034
20855866,CD34,T Marker,Bone marrow cell,Normal cell,Bone marrow,low-throughput + high-throughput,Western blot;Immunofluorescent staining;qPCR;DNA-seq,Aberrant DNA hypermethylation signature in acute myeloid leukemiadirected by EVI1,We find that the promoter DNA methylation signature of EVI1 AML blast cells differs from those of normal CD34 bone marrow cells and other AMLs. ,MECOM,
20865272,CBX5,T Marker,Muscle cell,Normal cell,Skeletal muscle,low-throughput,Immunohistochemistry;Weston blot;Fluorescence immunocytochemistry,DNA binding sites target nuclear NFATc1 to heterochromatin regions in adult skeletal muscle fibers,CBX5 is a marker in T cell,NFATC1,CL_0000187
20875405,LOR,T Marker,Epithelial cell,Normal cell,Epidermis,low-throughput,Immunohistochemistry;Weston blot;Immunohistochemistry;RT-PCR;Microscopic observation,Expression of paired-like homeodomain transcription factor 2c(PITX2c) in epidermal keratinocytes,LORICRIN is the differentiation marker in epidermal keratinocyte,PITX2,CL_0000066
20875405,NSG1,T Marker,Epithelial cell,Normal cell,Epidermis,low-throughput,Immunohistochemistry;Weston blot;Immunohistochemistry;RT-PCR;Microscopic observation,Expression of paired-like homeodomain transcription factor 2c(PITX2c) in epidermal keratinocytes,"PITX2c overexpression led to the decrease of cell growth, concomitantly with the upregulation of cell cycle-related genes p21. ",PITX2,CL_0000066
20876357,PDGFRB,T Marker,Nerve cell,Normal cell,Blood vessel,low-throughput,Immunohistochemistry;Weston blot;RT-PCR;Immunocytochemistry,"The ZFHX3 (ATBF1) transcription factor induces PDGFRB,which activates ATM in the cytoplasm to protect cerebellar neurons from oxidative stress",Inducing expression of platelet-derived growth factor receptor (PDGFRB) could promote survival of neurons.,ZFHX3,CL_0002319
21354971,IL2,T Marker,Bone marrow cell,Normal cell,Spinal cord,low-throughput + high-throughput,Western blot;Immunohistochemistry;Immunofluorescent staining;Survival analysis;Microscopic observation,Fumaric acid esters exert neuroprotective effects in neuroinflammation via activation of the Nrf3 antioxidant pathway,"In dermatologic in vitro studies, these effects comprised a Th2 shift, a reduction of proinflammatory cytokines such as interleukin (IL)-2.",GABPA,
