PMID,Gene Name,Gene Type,Cell Name,Cell Type,Tissue Type,Experiment Type,Experimental Method,Title,Description of Gene,Interacting Gene,CellOntologyID
11466339,IL1RL1,TFMarker,T cell,Normal cell,Lymph,low-throughput,Flow-throughput cytometry;RT-PCR,Human IL-18 receptor and ST2L are stable and selective markers for the respective type 1 and type 2 circulating lymphocytes,"ST2L and IL-18R are stable selective cell surface markers for human Th2/Tc2/NK2 and Th1/Tc1/NK1 lymphocytes, respectively.",IL18,CL_0000084
11685552,KRT7,TFMarker,Bile duct cell,Normal cell,Liver,low-throughput,Immunohistochemistry;Immunofluorescent staining;Microscopic observation,Expression of neural cell adhesion molecule in human liver development and in congenital and acquired liver diseases,"Reactive bile ductules were defined as anastomosing ductules with poorly defined lumina, lined by flattened cells with a scant cytoplasm which were immunoreactive for CK7 and CK19.",KRT19,
11685552,KRT19,TFMarker,Bile duct cell,Normal cell,Liver,low-throughput,Immunohistochemistry;Immunofluorescent staining;Microscopic observation,Expression of neural cell adhesion molecule in human liver development and in congenital and acquired liver diseases,"Reactive bile ductules were defined as anastomosing ductules with poorly defined lumina, lined by flattened cells with a scant cytoplasm which were immunoreactive for CK7 and CK19.",KRT7,
12028401,GFAP,TFMarker,Liver cell,Normal cell,Liver,low-throughput,Microscopic observation,Intrahepatic expression of the hepatic stellate cell marker fibroblast activation protein correlates with the degree of fibrosis in hepatitis C virus infection ,"GFAP, a recently de-scribed HSC marker, and whether GFAP expression correlates with FAP or SMA expres-sion or the severity of histological injury.",,CL_0000182
12060670,PROX1,TFMarker,Endothelial cell,Normal cell,Lymph,low-throughput,Immunofluorescent staining,The transcription factor Prox1 is a marker for lymphatic endothelial cells in normal and diseased human tissues,"PROX1 is located in the nucleus, and its expression is mutually exclusive with that of the blood vascular marker PAL-E.",PECAM1,CL_0000115
12407152,KLF6,TFMarker,Epithelial cell,Normal cell,Eye,low-throughput + high-throughput,Western blot;RT-PCR;DNA-seq;Immunofluorescent staining;RNA-seq;Gene knock down,Regulation of corneal keratin-12 gene expression by the human Krüppel-like transcription factor 6 ,The expression of KLF6 in HCE cells and its role in the regulation of K12 gene expression were demonstrated.,"KRT12,SECTM1",CL_0000066
12419040,POU5F1,TFMarker,Trophoblastic cell,Normal cell,Placenta,low-throughput + high-throughput,RT-PCR;Weston blot;DNA-seq,"Assessment of beta-HCG, beta-LH mRNA and Ploidy in Individual Human Blastomeres","While the transcription factor Oct-4 might serve as a marker for totipotent ICM cells, human chorionic gonadotrophin might be used as the equivalent for TE cells.",,CL_0000351
12419040,POU5F1,TFMarker,Trophoblastic cell,Normal cell,Placenta,low-throughput + high-throughput,RT-PCR;Weston blot;DNA-seq,"Assessment of beta-HCG, beta-LH mRNA and Ploidy in Individual Human Blastomeres ","In regard to preimplantation genetic diagnosis, assessment of expression levels of β-HCG and Oct-4 mRNA in individual biopsied cells might serve as a tool to identify embryogenic blastomeres in combination with testing for chromosome and single gene abnormalities.",,CL_0000351
12587990,NCAM1,TFMarker,Muscle cell,Normal cell,Muscle,low-throughput,Flow cytometry,Purification of human muscle-derived cells using an immunoselective method for potential use in urological regeneration,"The expression proportion of the stem cell marker CD34 and myoblast marker CD56 in the hMDCs was higher after purification (MDCSS) than before (MPT), at 32.13% vs 4.12% and 21.56% vs 8.60%, respectively. ",CD34,CL_0000187
14576939,TTF1,TFMarker,Epithelial cell,Normal cell,Intestine,low-throughput,Microscopic observation,CDX2 immunoreactivity in primary and metastatic ovarian mucinous tumours,"Although homeobox gene products, namely CDX2 and TTF-1, are considered to be organ-specific molecules, they may sometimes be detected outside their native organs.",CDX2,CL_0000066
14655050,CDX1,TFMarker,Epithelial cell,Normal cell,Kidney,low-throughput + high-throughput,Microscopic observation;Immunohistochemistry;DNA-seq;,"Down-regulation of a Gastric Transcription Factor, Sox2, and Ectopic Expression of Intestinal Homeobox Genes, Cdx1 and Cdx2: Inverse Correlation During Progression From gastric/intestinal-mixed to Complete Intestinal Metaplasia","Down-regulation of Sox2, besides ectopic expression of CDX1 genes, may be important factors for the development of IM.",CDX2;SOX2,CL_0000066
14655050,CDX2,TFMarker,Epithelial cell,Normal cell,Kidney,low-throughput + high-throughput,Microscopic observation;Immunohistochemistry;DNA-seq;,"Down-regulation of a Gastric Transcription Factor, Sox2, and Ectopic Expression of Intestinal Homeobox Genes, Cdx1 and Cdx2: Inverse Correlation During Progression From gastric/intestinal-mixed to Complete Intestinal Metaplasia","Down-regulation of Sox2, besides ectopic expression of CDX2 genes, may be important factors for the development of IM.",CDX1;SOX2,CL_0000066
14655050,SOX2,TFMarker,Epithelial cell,Normal cell,Kidney,low-throughput + high-throughput,Microscopic observation;Immunohistochemistry;DNA-seq;,"Down-regulation of a Gastric Transcription Factor, Sox2, and Ectopic Expression of Intestinal Homeobox Genes, Cdx1 and Cdx2: Inverse Correlation During Progression From gastric/intestinal-mixed to Complete Intestinal Metaplasia","Down-regulation of SOX2, besides ectopic expression of Cdx genes, may be important factors for the development of IM.",CDX2;CDX1,CL_0000066
14691458,GLI2,TFMarker,Epithelial cell,Normal cell,Epithelium,low-throughput,qRT-PCR;Western blot;Microscopic observation;Flow cytometry,The Zinc-Finger Transcription Factor GLI2 Antagonizes Contact Inhibition and Differentiation of Human Epidermal Cells,The data suggest a role for GLI2 in Hh-induced epidermal neoplasia by opposing epithelial cell cycle arrest signals and epidermal differentiation.,CDC45;E2F1;CDK1;CCND1,CL_0000066
15240551,SOX2,TFMarker,Stem cell,Normal cell,Nerve,low-throughput,RT-PCR;Immunohistochemistry;Immunofluorescent staining;Microscopic observation,Sox2 deficiency causes neurodegeneration and impaired neurogenesis in the adult mouse brain,"The Sox2 transcription factor is a marker of the nervous system from the beginning of its development, and we have previously shown that Sox2 isexpressed in embryonic neural  stem cells",,CL_0000034
15277698,NANOG,TFMarker,Stem cell,Normal cell,Embryo,low-throughput,RT-PCR;Western blot;Immunofluorescent staining;Microscopic observation,Maintenance of Pluripotency in Human Embryonic Stem Cells Is STAT3 Independent,"Loss of the pluripotency markers Nanog, OCT4, and TRA-1-60 was observed in hES cells during gp130-dependent signaling, indicating that signaling through this pathway is insufficient to prevent the onset of differentiation",MAPK1;MAPK3;POU5F1;STAT3,CL_0000034
15277698,POU5F1,TFMarker,Stem cell,Normal cell,Embryo,low-throughput,RT-PCR;Western blot;Immunofluorescent staining;Microscopic observation,Maintenance of Pluripotency in Human Embryonic Stem Cells Is STAT3 Independent,"Loss of the pluripotency markers Nanog, OCT4, and TRA-1-60 was observed in hES cells during gp130-dependent signaling, indicating that signaling through this pathway is insufficient to prevent the onset of differentiation",NANOG;MAPK3;STAT3;MAPK1,CL_0000034
15456859,SOX2,TFMarker,Nerve cell,Normal cell,Nerve,low-throughput,RT-PCR;Western blot;Immunofluorescent staining;Microscopic observation,Interplay of SOX and POU Factors in Regulation of the Nestin Gene in Neural Primordial Cells,"Intermediate-filament Nestin and group B1 SOX transcription factors (SOX1/2/3) are often employed as markers for neural primordium, suggesting their regulatory link.",SOX3;POU3F2;SOX1;SOX11,CL_0002319
15456859,SOX11,TFMarker,Nerve cell,Normal cell,Nerve,low-throughput,RT-PCR;Western blot;Immunofluorescent staining;Microscopic observation,Interplay of SOX and POU Factors in Regulation of the Nestin Gene in Neural Primordial Cells,SOX11 localized to the nuclei of both subventricular (high-level expression) and intermediate (low-level expression) zones.,SOX3;POU3F2;SOX1;SOX2,CL_0002319
15456859,SOX1,TFMarker,Nerve cell,Normal cell,Nerve,low-throughput,RT-PCR;Western blot;Immunofluorescent staining;Microscopic observation,Interplay of SOX and POU Factors in Regulation of the Nestin Gene in Neural Primordial Cells,"Intermediate-filament Nestin and group B1 SOX transcription factors (SOX1/2/3) are often employed as markers for neural primordium, suggesting their regulatory link.",SOX3;POU3F2;SOX2;SOX11,CL_0002319
15456859,SOX3,TFMarker,Nerve cell,Normal cell,Nerve,low-throughput,RT-PCR;Western blot;Immunofluorescent staining;Microscopic observation,Interplay of SOX and POU Factors in Regulation of the Nestin Gene in Neural Primordial Cells,"Intermediate-filament Nestin and group B1 SOX transcription factors (SOX1/2/3) are often employed as markers for neural primordium, suggesting their regulatory link.",POU3F2;SOX1;SOX2;SOX11,CL_0002319
15536184,SOX1,TFMarker,Stem cell,Normal cell,Embryo,low-throughput,RT-PCR;qPCR;Immunofluorescent staining;Microscopic observation,Dopaminergic Differentiation of Human Embryonic Stem Cells,"Differentiated cells expressed other markers of dopaminergic neurons, including the dopamine transporter, aromatic amino acid decarboxylase, and the transcription factors associated with neuronal and dopaminergic differentiation, SOX1, NURR1, PTX3, and LMX1B.",LMX1B;NR4A2;PTX3,CL_0000034
15536184,NR4A2,TFMarker,Stem cell,Normal cell,Embryo,low-throughput,RT-PCR;qPCR;Immunofluorescent staining;Microscopic observation,Dopaminergic Differentiation of Human Embryonic Stem Cells,"Differentiated cells expressed other markers of dopaminergic neurons, including the dopamine transporter, aromatic amino acid decarboxylase, and the transcription factors associated with neuronal and dopaminergic differentiation, SOX1, NURR1, PTX3, and LMX1B.",LMX1B;SOX1;PTX3,CL_0000034
15536184,PTX3,TFMarker,Stem cell,Normal cell,Embryo,low-throughput,RT-PCR;qPCR;Immunofluorescent staining;Microscopic observation,Dopaminergic Differentiation of Human Embryonic Stem Cells,"Differentiated cells expressed other markers of dopaminergic neurons, including the dopamine transporter, aromatic amino acid decarboxylase, and the transcription factors associated with neuronal and dopaminergic differentiation, SOX1, NURR1, PTX3, and LMX1B.",LMX1B;SOX1;NR4A2,CL_0000034
15536184,LMX1B,TFMarker,Stem cell,Normal cell,Embryo,low-throughput,RT-PCR;qPCR;Immunofluorescent staining;Microscopic observation,Dopaminergic Differentiation of Human Embryonic Stem Cells,"Differentiated cells expressed other markers of dopaminergic neurons, including the dopamine transporter, aromatic amino acid decarboxylase, and the transcription factors associated with neuronal and dopaminergic differentiation, SOX1, NURR1, PTX3, and LMX1B.",PTX3;SOX1;NR4A2,CL_0000034
15563473,RUNX2,TFMarker,Osteoblast cell,Normal cell,Bone,low-throughput,Western blot;RT-PCR;sqRT-PCR,"Menin Suppresses Osteoblast Differentiation by Antagonizing the AP-1 Factor, JunD","Stable expression of JunD enhanced expression of the differentiation markers, RUNX2, type 1 collagen (COL1), and osteocalcin (OCN) and alkaline phosphatase (ALP) activity and mineralization.",JUND,CL_0000062
15578271,POU5F1,TFMarker,Germ cell,Normal cell,Embryo,low-throughput,RT-PCR;Immunohistochemistry;Microscopic observation,Human embryonic germ cells isolation from early stages of post-implantation embryos,"Human EG cells expressed transcription factor OCT4, a marker of pluripotency EG cells, at a high and steady level. ",,CL_0000586
15578271,POU5F1,TFMarker,Germ cell,Normal cell,Embryo,low-throughput,RT-PCR;Immunohistochemistry;Microscopic observation,Human embryonic germ cells isolation from early stages of post-implantation embryos,"Human EG cells expressed transcription factor OCT4, a marker of pluripotency EG cells, at a high and steady level. ",,CL_0000670
15614737,TTF1,TFMarker,Epithelial cell,Normal cell,Lung,low-throughput,Microscopic observation,TTF-1 and Surfactant-B as Co-Adjuvants in the Diagnosis of Lung Adenocarcinoma and Pleural Mesothelioma,we believe that TTF-1 may be helpful in distinguishing lung adenocarcinoma from pleural mesothelioma.,,CL_0000066
15656994,SOX3,TFMarker,T cell,Normal cell,Nerve,low-throughput,PCR,Functional characterization of the human SOX3 promoter: identification oftranscription factors implicated in basal promoter activity,"SOX3, an X-linked member of the family, isexpressed in the central nervous system (CNS) from the earliest stages of development.",,CL_0000084
15656994,SP1,TFMarker,T cell,Normal cell,Nerve,low-throughput,PCR,Functional characterization of the human SOX3 promoter: identification oftranscription factors implicated in basal promoter activity,"We have investigated in detail the functional properties of three conserved motifs within the core promoter sequence that bind transcription factors specificity protein 1 (SP1), upstream stimulatory factor (USF) and nuclear factor Y (NF-Y).",,CL_0000084
15663475,DCX,TFMarker,Progenitor cell,Normal cell,Nerve,low-throughput + high-throughput,Weston blot;qPCR;Immunofluorescent staining;DNA-Seq,Neuronal precursor-specific activity of a human doublecortinregulatory sequence,The doublecortin (DCX)gene encodes a 40-kDa microtubule-associated protein specifically expressed in neuronal precur-sors of the developing and adult CNS.,,
15734898,KLF5,TFMarker,Smooth muscle cell,Normal cell,Epididymis,low-throughput,Microscopic observation;Immunohistochemistry,Immunophenotypical characterization of contractile cellsin caput epididymidis of men affected by congenitalor post-inflammatory obstructive azoospermia,The basic transcriptional element binding protein-2 (BTEB2)is  involved  in  the  transcriptional regulation of the SMemb gene during phenotypic modulation of SMC.,SM2,CL_0000192
15977065,CD9,TFMarker,Progenitor cell,Normal cell,Periosteum,low-throughput,Flow cytometry;RT-PCR;Immunohistochemistry;Western blot;Microscopic observation,Isolation of human periosteum-derived progenitor cells using immunophenotypes for chondrogenesis ,"SH2(+), SH3(+), SH4(+), CD9(+), CD90(+) and CD105(+) were important eternal characteristic cell surface markers for the PDPCs.",THY1;ENG,
