Interaction ID,LR Pair,Ligand_gene,Receptor_gene,Evidence,AI summary,Ligand_aliases,Receptor_aliases,Ligand MGI ID,Receptor MGI ID,Ligand ENSEMBL ID,Receptor ENSEMBL ID,Human Ligand Symbols,Human Receptor Symbols,Ligand Location,Receptor Location
CDB20:0002872,Pla2g2a Itgb1,Pla2g2a,Itgb1,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Pla2g2a%20Itgb1-based-on-Pubmed-ID-18635536,%2025398877-in-mouse","Pla2g2a (EF, Enhancing factor, modifier of Min1)","Itgb1 (CD29, beta1 integrin, 4633401G24Rik, Fnrb, Gm9863)",MGI:104642,MGI:96610,ENSMUSG00000058908,ENSMUSG00000025809,"PLA2G2A (PLA2B, PLA2L)","ITGB1 (FNRB, MSK12, MDF2, CD29, GPIIA)","secreted, cell membrane",cell membrane
CDB20:0002873,Pla2g2a Itgb3,Pla2g2a,Itgb3,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Pla2g2a%20Itgb3-based-on-Pubmed-ID-18635536,%2025398877-in-mouse","Pla2g2a (EF, Enhancing factor, modifier of Min1)","Itgb3 (platelet glycoprotein IIIa  (GP3A), CD61)",MGI:104642,MGI:96612,ENSMUSG00000058908,ENSMUSG00000020689,"PLA2G2A (PLA2B, PLA2L)","ITGB3 (GP3A, CD61, GPIIIa)","secreted, cell membrane",cell membrane
CDB20:0002874,Prg4 Tlr2,Prg4,Tlr2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Prg4%20Tlr2-based-on-Pubmed-ID-26643105-in-mouse,"Prg4 (MSF, DOL54, lubricin, SZP)",Tlr2 (Ly105),MGI:1891344,MGI:1346060,ENSMUSG00000006014,ENSMUSG00000027995,"PRG4 (CACP, JCAP, SZP, MSF, HAPO, bG174L6.2, FLJ32635)","TLR2 (TIL4, CD282)",secreted,cell membrane
CDB20:0002875,Prg4 Tlr4,Prg4,Tlr4,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Prg4%20Tlr4-based-on-Pubmed-ID-26643105-in-mouse,"Prg4 (MSF, DOL54, lubricin, SZP)","Tlr4 (Lps, Rasl2-8, lipopolysaccharide response)",MGI:1891344,MGI:96824,ENSMUSG00000006014,ENSMUSG00000039005,"PRG4 (CACP, JCAP, SZP, MSF, HAPO, bG174L6.2, FLJ32635)","TLR4 (hToll, CD284, TLR-4, ARMD10)",secreted,cell membrane
CDB20:0002877,Pros1 Mertk,Pros1,Mertk,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Pros1%20Mertk-based-on-Pubmed-ID-25074926-in-mouse,Pros1 (protein S),"Mertk (Tyro 12, Nyk, Eyk, Mer, nmf12)",MGI:1095733,MGI:96965,ENSMUSG00000022912,ENSMUSG00000014361,PROS1 (PROS),"MERTK (mer, RP38, c-Eyk, Tyro12)",secreted,cell membrane
CDB20:0002878,Ptprc Cd22,Ptprc,Cd22,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Ptprc%20Cd22-based-on-Pubmed-ID-12115612-in-mouse,"Ptprc (T200, B220, CD45, Lyt-4, Ly-5)","Cd22 (Lyb-8, Lyb8)",MGI:97810,MGI:88322,ENSMUSG00000026395,ENSMUSG00000030577,"PTPRC (CD45, LCA, T200, GP180, LY5, B220, CD45R)","CD22 (SIGLEC-2, SIGLEC2)",cell membrane,cell membrane
CDB20:0002879,Ptprc Mrc1,Ptprc,Mrc1,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Ptprc%20Mrc1-based-on-Pubmed-ID-27601670-in-mouse,"Ptprc (T200, B220, CD45, Lyt-4, Ly-5)","Mrc1 (CD206, MR)",MGI:97810,MGI:97142,ENSMUSG00000026395,ENSMUSG00000026712,"PTPRC (CD45, LCA, T200, GP180, LY5, B220, CD45R)","MRC1 (MRC1L1, CLEC13D, CD206, bA541I19.1, CLEC13DL)",cell membrane,cell membrane
CDB20:0002880,Ptprk Ptprk,Ptprk,Ptprk,Direct,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Ptprk%20Ptprk-based-on-Pubmed-ID-30924770,%208264577-in-mouse","Ptprk (PTPk, RPTPkappa)","Ptprk (PTPk, RPTPkappa)",MGI:103310,MGI:103310,ENSMUSG00000019889,ENSMUSG00000019889,PTPRK (R-PTP-kappa),PTPRK (R-PTP-kappa),cell membrane,cell membrane
CDB20:0002881,Ptprm Ptprm,Ptprm,Ptprm,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Ptprm%20Ptprm-based-on-Pubmed-ID-8394372-in-mouse,Ptprm (RPTPmu),Ptprm (RPTPmu),MGI:102694,MGI:102694,ENSMUSG00000033278,ENSMUSG00000033278,"PTPRM (PTPRL1, RPTPU, hR-PTPu)","PTPRM (PTPRL1, RPTPU, hR-PTPu)",cell membrane,cell membrane
CDB20:0002882,Pvr Cd226,Pvr,Cd226,Direct,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Pvr%20Cd226-based-on-Pubmed-ID-15034010,%2015607800,%2024658051-in-mouse","Pvr (mE4, 3830421F03Rik, Taa1, CD155, Tage4, necl-5, D7Ertd458e)","Cd226 (TLiSA1, DNAM-1, DNAM1, Pta1)",MGI:107741,MGI:3039602,ENSMUSG00000040511,ENSMUSG00000034028,"PVR (PVS, CD155, HVED, Necl-5, NECL5, Tage4)","CD226 (DNAM-1, DNAM1, PTA1, TLiSA1)","secreted, cell membrane",cell membrane
CDB20:0002883,Pvr Cd96,Pvr,Cd96,Direct,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Pvr%20Cd96-based-on-Pubmed-ID-15034010,%2017971293,%2024658051-in-mouse","Pvr (mE4, 3830421F03Rik, Taa1, CD155, Tage4, necl-5, D7Ertd458e)","Cd96 (Tactile, 1700109I12Rik)",MGI:107741,MGI:1934368,ENSMUSG00000040511,ENSMUSG00000022657,"PVR (PVS, CD155, HVED, Necl-5, NECL5, Tage4)",CD96 (TACTILE),"secreted, cell membrane",cell membrane
CDB20:0002884,Pvr Nectin3,Pvr,Nectin3,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Pvr%20Nectin3-based-on-Pubmed-ID-12011057-in-mouse,"Pvr (mE4, 3830421F03Rik, Taa1, CD155, Tage4, necl-5, D7Ertd458e)","Nectin3 (nectin-3, 4921513D19Rik, 2610301B19Rik, 3000002N23Rik, Pvrl3)",MGI:107741,MGI:1930171,ENSMUSG00000040511,ENSMUSG00000022656,"PVR (PVS, CD155, HVED, Necl-5, NECL5, Tage4)","NECTIN3 (PVRL3, nectin-3, PPR3, PVRR3, DKFZP566B0846, CDw113, CD113)","secreted, cell membrane",cell membrane
CDB20:0002885,Pvr Tigit,Pvr,Tigit,Direct,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Pvr%20Tigit-based-on-Pubmed-ID-19815499,%2024658051-in-mouse","Pvr (mE4, 3830421F03Rik, Taa1, CD155, Tage4, necl-5, D7Ertd458e)","Tigit (ENSMUSG00000071552, Vstm3)",MGI:107741,MGI:3642260,ENSMUSG00000040511,ENSMUSG00000071552,"PVR (PVS, CD155, HVED, Necl-5, NECL5, Tage4)","TIGIT (VSIG9, VSTM3, FLJ39873, DKFZp667A205)","secreted, cell membrane",cell membrane
CDB20:0002889,Robo1 Robo1,Robo1,Robo1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Robo1%20Robo1-based-on-Pubmed-ID-12504588-in-mouse,Robo1 (DUTT1),Robo1 (DUTT1),MGI:1274781,MGI:1274781,ENSMUSG00000022883,ENSMUSG00000022883,"ROBO1 (DUTT1, FLJ21882, SAX3)","ROBO1 (DUTT1, FLJ21882, SAX3)",cell membrane,cell membrane
CDB20:0002890,Robo2 Robo2,Robo2,Robo2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Robo2%20Robo2-based-on-Pubmed-ID-12504588-in-mouse,"Robo2 (9430089E08Rik, D230004I22Rik, 2600013A04Rik)","Robo2 (9430089E08Rik, D230004I22Rik, 2600013A04Rik)",MGI:1890110,MGI:1890110,ENSMUSG00000052516,ENSMUSG00000052516,ROBO2 (KIAA1568),ROBO2 (KIAA1568),"secreted, cell membrane",cell membrane
CDB20:0002891,Rspo2 Znrf3,Rspo2,Znrf3,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Rspo2%20Znrf3-based-on-Pubmed-ID-29769720-in-mouse,"Rspo2 (2610028F08Rik, ftls)",Znrf3 (LOC382477),MGI:1922667,MGI:3039616,ENSMUSG00000051920,ENSMUSG00000041961,RSPO2 (MGC35555),"ZNRF3 (KIAA1133, BK747E2.3, FLJ22057, RNF203)",secreted,cell membrane
CDB20:0002892,Rtn4 S1pr2,Rtn4,S1pr2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Rtn4%20S1pr2-based-on-Pubmed-ID-24453941-in-mouse,"Rtn4 (1110020G17Rik, C130026I10Rik, NOGO, NgA, Nogo-B, Nogo-A)","S1pr2 (Gpcr13, H218, S1P2, LPb2, 1100001A16Rik, Edg5)",MGI:1915835,MGI:99569,ENSMUSG00000020458,ENSMUSG00000043895,"RTN4 (NSP-CL, KIAA0886, NOGO, ASY, NOGOA, NOGOB, NOGOC)","S1PR2 (EDG5, DFNB68, Gpcr13, H218, AGR16)",cell membrane,cell membrane
CDB20:0002894,Sdc2 Ptprj,Sdc2,Ptprj,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Sdc2%20Ptprj-based-on-Pubmed-ID-21813734-in-mouse,"Sdc2 (fibroglycan, Synd2, Hspg1, 4833414L08Rik)","Ptprj (Byp, DEP-1, Scc-1, Scc1, CD148, RPTPJ)",MGI:1349165,MGI:104574,ENSMUSG00000022261,ENSMUSG00000025314,"SDC2 (HSPG, HSPG1, fibroglycan, SYND2, CD362)","PTPRJ (DEP1, HPTPeta, CD148)",cell membrane,cell membrane
CDB20:0002895,Sectm1a Cd7,Sectm1a,Cd7,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Sectm1a%20Cd7-based-on-Pubmed-ID-10652336,%2024157461,%2024211252-in-mouse",Sectm1a,Cd7,MGI:2384805,MGI:88344,ENSMUSG00000025165,ENSMUSG00000025163,SECTM1 (K12),"CD7 (GP40, LEU-9, TP41, Tp40)","secreted, cell membrane",cell membrane
CDB20:0002896,Sele Cd44,Sele,Cd44,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Sele%20Cd44-based-on-Pubmed-ID-26124272-in-mouse,"Sele (E-selectin, CD62E, Elam)","Cd44 (Ly-24, Pgp-1, HERMES)",MGI:98278,MGI:88338,ENSMUSG00000026582,ENSMUSG00000005087,"SELE (ELAM1, ELAM, ESEL, CD62E)","CD44 (MIC4, MDU2, MDU3, IN, MC56, Pgp1, PGP-1, CD44R, HCELL, CSPG8, Hermes-1, CDw44, HUTCH-1, HUTCH-I, ECM-III, H-CAM)",cell membrane,cell membrane
CDB20:0002899,Sema4a Plxnb1,Sema4a,Plxnb1,Direct,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Sema4a%20Plxnb1-based-on-Pubmed-ID-20043131,%2029981480,%2031236543-in-mouse","Sema4a (SemB, SemB, Semab)",Plxnb1 (2900002G15Rik),MGI:107560,MGI:2154238,ENSMUSG00000028064,ENSMUSG00000053646,"SEMA4A (SEMAB, SemB, FLJ12287, CORD10)","PLXNB1 (PLXN5, SEP, KIAA0407)","secreted, cell membrane",cell membrane
CDB20:0002900,Sema4a Plxnb2,Sema4a,Plxnb2,Direct,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Sema4a%20Plxnb2-based-on-Pubmed-ID-20043131,%2022442441,%2029981480-in-mouse","Sema4a (SemB, SemB, Semab)","Plxnb2 (Debt, 1110007H23Rik)",MGI:107560,MGI:2154239,ENSMUSG00000028064,ENSMUSG00000036606,"SEMA4A (SEMAB, SemB, FLJ12287, CORD10)","PLXNB2 (MM1, KIAA0315, PLEXB2, lncFAL)","secreted, cell membrane",cell membrane
CDB20:0002901,Sema6b Plxna2,Sema6b,Plxna2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Sema6b%20Plxna2-based-on-Pubmed-ID-25209245-in-mouse,"Sema6b (VIb, semaZ, Sema, Seman)","Plxna2 (OCT, Plxn2, 2810428A13Rik, PlexA2)",MGI:1202889,MGI:107684,ENSMUSG00000001227,ENSMUSG00000026640,"SEMA6B (SEMAN, semaZ, SEMA-VIB, SEM-SEMA-Z)","PLXNA2 (PLXN2, OCT, FLJ11751, FLJ30634, KIAA0463)",cell membrane,cell membrane
CDB20:0002902,Serpinf1 Plxdc1,Serpinf1,Plxdc1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Serpinf1%20Plxdc1-based-on-Pubmed-ID-25535841-in-mouse,"Serpinf1 (EPC-1, Pedf, Sdf3, pigment epithelium derived factor, Pedfl)","Plxdc1 (Tem7, 2410003I07Rik)",MGI:108080,MGI:1919574,ENSMUSG00000000753,ENSMUSG00000017417,"SERPINF1 (PEDF, EPC-1, PIG35)","PLXDC1 (TEM3, TEM7)",secreted,cell membrane
CDB20:0002903,Serpinf1 Plxdc2,Serpinf1,Plxdc2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Serpinf1%20Plxdc2-based-on-Pubmed-ID-25535841-in-mouse,"Serpinf1 (EPC-1, Pedf, Sdf3, pigment epithelium derived factor, Pedfl)","Plxdc2 (1200007L24Rik, Tem7r, 5430431D22Rik)",MGI:108080,MGI:1914698,ENSMUSG00000000753,ENSMUSG00000026748,"SERPINF1 (PEDF, EPC-1, PIG35)","PLXDC2 (TEM7R, FLJ14623, PLXDC2-OT)",secreted,cell membrane
CDB20:0002904,Sfrp2 Fzd5,Sfrp2,Fzd5,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Sfrp2%20Fzd5-based-on-Pubmed-ID-28840375-in-mouse,Sfrp2 (Sdf5),"Fzd5 (Fz5, 5330434N09Rik)",MGI:108078,MGI:108571,ENSMUSG00000027996,ENSMUSG00000045005,"SFRP2 (SARP1, SDF-5, FRP-2)","FZD5 (C2orf31, HFZ5, DKFZP434E2135)",secreted,cell membrane
CDB20:0002905,Sftpd Lair1,Sftpd,Lair1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Sftpd%20Lair1-based-on-Pubmed-ID-24585933-in-mouse,"Sftpd (SP-D, Sftp4, Sfpd)","Lair1 (5133400O11Rik, mLair-1, Lair-1, D7Bwg0421e)",MGI:109515,MGI:105492,ENSMUSG00000021795,ENSMUSG00000055541,"SFTPD (SFTP4, SP-D, COLEC7)","LAIR1 (CD305, LAIR-1)",secreted,cell membrane
CDB20:0002906,Sftpd Sirpa,Sftpd,Sirpa,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Sftpd%20Sirpa-based-on-Pubmed-ID-14531999,%2022511785-in-mouse","Sftpd (SP-D, Sftp4, Sfpd)","Sirpa (SIRP, P84, SHPS-1, Bit, CD172a, Idd13.2, Ptpns1)",MGI:109515,MGI:108563,ENSMUSG00000021795,ENSMUSG00000037902,"SFTPD (SFTP4, SP-D, COLEC7)","SIRPA (PTPNS1, SHPS1, SIRP, MYD-1, BIT, P84, SHPS-1, SIRPalpha, CD172a, SIRPalpha2, MFR, SIRP-ALPHA-1)",secreted,cell membrane
CDB20:0002907,Shh Gas1,Shh,Gas1,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Shh%20Gas1-based-on-Pubmed-ID-25535338-in-mouse,Shh (Hhg1),Gas1 (Gas-1),MGI:98297,MGI:95655,ENSMUSG00000002633,ENSMUSG00000052957,"SHH (HPE3, HLP3, HHG1, SMMCI, TPT, TPTPS, MCOPCB5)",GAS1,"secreted, cell membrane",cell membrane
CDB20:0002908,Siglec1 Spn,Siglec1,Spn,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Siglec1%20Spn-based-on-Pubmed-ID-11238599-in-mouse,"Siglec1 (CD169, Siglec-1, Sn)","Spn (leukosialin, 3E8 antigen, Cd43, Ly-48, A630014B01Rik, Galgp, Ly48)",MGI:99668,MGI:98384,ENSMUSG00000027322,ENSMUSG00000051457,"SIGLEC1 (SN, SIGLEC-1, CD169, FLJ00051, FLJ00055, FLJ00073, FLJ32150, dJ1009E24.1)","SPN (LSN, CD43, GPL115, LEU-22)","secreted, cell membrane",cell membrane
CDB20:0002909,Sirpa Cd47,Sirpa,Cd47,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Sirpa%20Cd47-based-on-Pubmed-ID-10572074-in-mouse,"Sirpa (SIRP, P84, SHPS-1, Bit, CD172a, Idd13.2, Ptpns1)","Cd47 (Itgp, 9130415E20Rik, B430305P08Rik, integrin-associated protein, IAP)",MGI:108563,MGI:96617,ENSMUSG00000037902,ENSMUSG00000055447,"SIRPA (PTPNS1, SHPS1, SIRP, MYD-1, BIT, P84, SHPS-1, SIRPalpha, CD172a, SIRPalpha2, MFR, SIRP-ALPHA-1)","CD47 (MER6, IAP, OA3)",cell membrane,cell membrane
CDB20:0002911,Sirpb1a Cd47,Sirpb1a,Cd47,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Sirpb1a%20Cd47-based-on-Pubmed-ID-15294972-in-mouse,"Sirpb1a (9930027N05Rik, Sirpb1)","Cd47 (Itgp, 9130415E20Rik, B430305P08Rik, integrin-associated protein, IAP)",MGI:2444824,MGI:96617,ENSMUSG00000095788,ENSMUSG00000055447,"SIRPG (SIRPB2, bA77C3.1, SIRP-B2, SIRPgamma, CD172g)","CD47 (MER6, IAP, OA3)",cell membrane,cell membrane
CDB20:0002912,Slamf1 Slamf1,Slamf1,Slamf1,Direct,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Slamf1%20Slamf1-based-on-Pubmed-ID-25799045,%2030058241-in-mouse","Slamf1 (IPO-3, CD150, ESTM51, CDw150, Slam)","Slamf1 (IPO-3, CD150, ESTM51, CDw150, Slam)",MGI:1351314,MGI:1351314,ENSMUSG00000015316,ENSMUSG00000015316,"SLAMF1 (SLAM, CD150, IPO-3, IPO3)","SLAMF1 (SLAM, CD150, IPO-3, IPO3)","secreted, cell membrane",cell membrane
CDB20:0002913,Slamf6 Slamf6,Slamf6,Slamf6,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Slamf6%20Slamf6-based-on-Pubmed-ID-15153464-in-mouse,"Slamf6 (SF2000, NTB-A, KAL1b, KAL1, Ly108)","Slamf6 (SF2000, NTB-A, KAL1b, KAL1, Ly108)",MGI:1353620,MGI:1353620,ENSMUSG00000015314,ENSMUSG00000015314,"SLAMF6 (KALI, NTBA, KALIb, Ly108, SF2000, NTB-A, CD352)","SLAMF6 (KALI, NTBA, KALIb, Ly108, SF2000, NTB-A, CD352)",cell membrane,cell membrane
CDB20:0002914,Slamf7 Slamf7,Slamf7,Slamf7,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Slamf7%20Slamf7-based-on-Pubmed-ID-31358854-in-mouse,"Slamf7 (novel Ly9, 4930560D03Rik, 19A, 19A24, CS1)","Slamf7 (novel Ly9, 4930560D03Rik, 19A, 19A24, CS1)",MGI:1922595,MGI:1922595,ENSMUSG00000038179,ENSMUSG00000038179,"SLAMF7 (CRACC, 19A, CS1, CD319)","SLAMF7 (CRACC, 19A, CS1, CD319)",cell membrane,cell membrane
CDB20:0002915,Slit1 Robo2,Slit1,Robo2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Slit1%20Robo2-based-on-Pubmed-ID-30547091-in-mouse,Slit1 (Slil1),"Robo2 (9430089E08Rik, D230004I22Rik, 2600013A04Rik)",MGI:1315203,MGI:1890110,ENSMUSG00000025020,ENSMUSG00000052516,"SLIT1 (SLIL1, MEGF4, Slit-1, SLIT3)",ROBO2 (KIAA1568),"secreted, cell membrane",cell membrane
CDB20:0002916,Slit2 App,Slit2,App,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Slit2%20App-based-on-Pubmed-ID-28785723-in-mouse,"Slit2 (Slil3, Drad-1, E130320P19Rik, E030015M03Rik, b2b1200.1Clo)","App (betaAPP, Abeta, protease nexin II, Adap, Cvap, appican, E030013M08Rik)",MGI:1315205,MGI:88059,ENSMUSG00000031558,ENSMUSG00000022892,"SLIT2 (SLIL3, Slit-2)","APP (AD1, alpha-sAPP)",secreted,cell membrane
CDB20:0002917,Slit3 Robo1,Slit3,Robo1,Direct,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Slit3%20Robo1-based-on-Pubmed-ID-19741192,%2029504949-in-mouse","Slit3 (Slit1, b2b2362.1Clo)",Robo1 (DUTT1),MGI:1315202,MGI:1274781,ENSMUSG00000056427,ENSMUSG00000022883,"SLIT3 (SLIL2, slit2, MEGF5, SLIT1, Slit-3)","ROBO1 (DUTT1, FLJ21882, SAX3)",secreted,cell membrane
CDB20:0002918,Slit3 Robo4,Slit3,Robo4,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Slit3%20Robo4-based-on-Pubmed-ID-19741192-in-mouse,"Slit3 (Slit1, b2b2362.1Clo)","Robo4 (1200012D01Rik, Magic roundabout)",MGI:1315202,MGI:1921394,ENSMUSG00000056427,ENSMUSG00000032125,"SLIT3 (SLIL2, slit2, MEGF5, SLIT1, Slit-3)","ROBO4 (FLJ20798, MRB, ECSM4)",secreted,cell membrane
CDB20:0002919,Slitrk1 Ptprd,Slitrk1,Ptprd,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Slitrk1%20Ptprd-based-on-Pubmed-ID-23345436-in-mouse,Slitrk1 (3200001I04Rik),"Ptprd (3000002J10Rik, B230219D21Rik, 1110002J03Rik)",MGI:2679446,MGI:97812,ENSMUSG00000075478,ENSMUSG00000028399,"SLITRK1 (LRRC12, KIAA1910)","PTPRD (PTPD, HPTP)","secreted, cell membrane",cell membrane
CDB20:0002920,Slitrk1 Ptprs,Slitrk1,Ptprs,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Slitrk1%20Ptprs-based-on-Pubmed-ID-23345436,%2029934346-in-mouse",Slitrk1 (3200001I04Rik),"Ptprs (PTP-NU3, PTPsigma, RPTPsigma, Ptpt9)",MGI:2679446,MGI:97815,ENSMUSG00000075478,ENSMUSG00000013236,"SLITRK1 (LRRC12, KIAA1910)","PTPRS (PTPsigma, PTP-sigma)","secreted, cell membrane",cell membrane
CDB20:0002921,Slitrk2 Ptprd,Slitrk2,Ptprd,Direct,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Slitrk2%20Ptprd-based-on-Pubmed-ID-23345436,%2025989451-in-mouse",Slitrk2,"Ptprd (3000002J10Rik, B230219D21Rik, 1110002J03Rik)",MGI:2679449,MGI:97812,ENSMUSG00000036790,ENSMUSG00000028399,"SLITRK2 (SLITL1, TMEM257, CXorf1, KIAA1854, CXorf2)","PTPRD (PTPD, HPTP)",cell membrane,cell membrane
CDB20:0002922,Slitrk2 Ptprs,Slitrk2,Ptprs,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Slitrk2%20Ptprs-based-on-Pubmed-ID-23345436-in-mouse,Slitrk2,"Ptprs (PTP-NU3, PTPsigma, RPTPsigma, Ptpt9)",MGI:2679449,MGI:97815,ENSMUSG00000036790,ENSMUSG00000013236,"SLITRK2 (SLITL1, TMEM257, CXorf1, KIAA1854, CXorf2)","PTPRS (PTPsigma, PTP-sigma)",cell membrane,cell membrane
CDB20:0002923,Slitrk3 Ptprd,Slitrk3,Ptprd,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Slitrk3%20Ptprd-based-on-Pubmed-ID-22286174,%2023345436-in-mouse",Slitrk3 (ST3),"Ptprd (3000002J10Rik, B230219D21Rik, 1110002J03Rik)",MGI:2679447,MGI:97812,ENSMUSG00000048304,ENSMUSG00000028399,SLITRK3 (KIAA0848),"PTPRD (PTPD, HPTP)",cell membrane,cell membrane
CDB20:0002924,Slitrk3 Ptprs,Slitrk3,Ptprs,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Slitrk3%20Ptprs-based-on-Pubmed-ID-23345436-in-mouse,Slitrk3 (ST3),"Ptprs (PTP-NU3, PTPsigma, RPTPsigma, Ptpt9)",MGI:2679447,MGI:97815,ENSMUSG00000048304,ENSMUSG00000013236,SLITRK3 (KIAA0848),"PTPRS (PTPsigma, PTP-sigma)",cell membrane,cell membrane
CDB20:0002925,Slitrk5 Ptprd,Slitrk5,Ptprd,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Slitrk5%20Ptprd-based-on-Pubmed-ID-26004511-in-mouse,Slitrk5 (2610019D03Rik),"Ptprd (3000002J10Rik, B230219D21Rik, 1110002J03Rik)",MGI:2679448,MGI:97812,ENSMUSG00000033214,ENSMUSG00000028399,"SLITRK5 (LRRC11, bA364G4.2, KIAA0918)","PTPRD (PTPD, HPTP)",cell membrane,cell membrane
CDB20:0002926,Slitrk6 Ptprs,Slitrk6,Ptprs,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Slitrk6%20Ptprs-based-on-Pubmed-ID-29934346-in-mouse,Slitrk6 (4832410J21Rik),"Ptprs (PTP-NU3, PTPsigma, RPTPsigma, Ptpt9)",MGI:2443198,MGI:97815,ENSMUSG00000045871,ENSMUSG00000013236,SLITRK6 (FLJ22774),"PTPRS (PTPsigma, PTP-sigma)",cell membrane,cell membrane
CDB20:0002927,Slpi Plscr1,Slpi,Plscr1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Slpi%20Plscr1-based-on-Pubmed-ID-19333378-in-mouse,Slpi,"Plscr1 (MmTRA1b, MmTRA1a, NOR1, TRA1, Tras2, Tras1, MuPLSCR2)",MGI:109297,MGI:893575,ENSMUSG00000017002,ENSMUSG00000032369,"SLPI (HUSI-I, ALK1, ALP, BLPI, HUSI, WAP4, WFDC4)",PLSCR1 (MMTRA1B),secreted,cell membrane
